    代码     名字      当前价  市净率   市赢率  5日线    20日线  半年线       年线      2年前价  基金名                   持股比   持股量
2018-06-04 15:16:22,721 - tushareService - INFO - count 2999
2018-06-04 15:16:22,721 - tushareService - INFO - code is 300532
2018-06-04 15:16:23,060 - tushareService - INFO - Top10 Holders of 300532
2018-06-04 15:16:23,072 - tushareService - INFO - count 3000
2018-06-04 15:16:23,072 - tushareService - INFO - code is 300045
2018-06-04 15:16:23,442 - tushareService - INFO - Top10 Holders of 300045
2018-06-04 15:16:23,453 - tushareService - INFO - count 3001
2018-06-04 15:16:23,453 - tushareService - INFO - code is 600302
2018-06-04 15:16:23,805 - tushareService - INFO - Top10 Holders of 600302
2018-06-04 15:16:23,814 - tushareService - INFO - count 3002
2018-06-04 15:16:23,815 - tushareService - INFO - code is 600816
2018-06-04 15:16:24,149 - tushareService - INFO - Top10 Holders of 600816
2018-06-04 15:16:24,161 - tushareService - INFO - count 3003
2018-06-04 15:16:24,161 - tushareService - INFO - code is 300148
2018-06-04 15:16:24,589 - tushareService - INFO - Top10 Holders of 300148
2018-06-04 15:16:24,599 - tushareService - INFO - count 3004
2018-06-04 15:16:24,599 - tushareService - INFO - code is 603668
2018-06-04 15:16:24,877 - tushareService - INFO - Top10 Holders of 603668
2018-06-04 15:16:24,888 - tushareService - INFO - count 3005
2018-06-04 15:16:24,888 - tushareService - INFO - code is 300242
2018-06-04 15:16:25,250 - tushareService - INFO - Top10 Holders of 300242
2018-06-04 15:16:25,261 - tushareService - INFO - count 3006
2018-06-04 15:16:25,261 - tushareService - INFO - code is 600590
2018-06-04 15:16:25,718 - tushareService - INFO - Top10 Holders of 600590
2018-06-04 15:16:25,726 - tushareService - INFO - count 3007
2018-06-04 15:16:25,726 - tushareService - INFO - code is 002524
2018-06-04 15:16:26,180 - tushareService - INFO - Top10 Holders of 002524
2018-06-04 15:16:26,189 - tushareService - INFO - count 3008
2018-06-04 15:16:26,189 - tushareService - INFO - code is 002582
2018-06-04 15:16:26,506 - tushareService - INFO - Top10 Holders of 002582
2018-06-04 15:16:26,517 - tushareService - INFO - count 3009
2018-06-04 15:16:26,518 - tushareService - INFO - code is 000818
2018-06-04 15:16:26,960 - tushareService - INFO - Top10 Holders of 000818
2018-06-04 15:16:26,971 - tushareService - INFO - count 3010
2018-06-04 15:16:26,971 - tushareService - INFO - code is 000610
2018-06-04 15:16:27,456 - tushareService - INFO - Top10 Holders of 000610
2018-06-04 15:16:27,467 - tushareService - INFO - count 3011
2018-06-04 15:16:27,468 - tushareService - INFO - code is 002115
2018-06-04 15:16:27,860 - tushareService - INFO - Top10 Holders of 002115
2018-06-04 15:16:27,871 - tushareService - INFO - count 3012
2018-06-04 15:16:27,871 - tushareService - INFO - code is 603937
2018-06-04 15:16:28,135 - tushareService - INFO - Top10 Holders of 603937
2018-06-04 15:16:28,146 - tushareService - INFO - count 3013
2018-06-04 15:16:28,146 - tushareService - INFO - code is 002041
2018-06-04 15:16:28,575 - tushareService - INFO - Top10 Holders of 002041
2018-06-04 15:16:28,586 - tushareService - INFO - count 3014
2018-06-04 15:16:28,586 - tushareService - INFO - code is 002317
2018-06-04 15:16:28,920 - tushareService - INFO - Top10 Holders of 002317
2018-06-04 15:16:28,929 - tushareService - INFO - count 3015
2018-06-04 15:16:28,930 - tushareService - INFO - code is 603993
2018-06-04 15:16:29,363 - tushareService - INFO - Top10 Holders of 603993
2018-06-04 15:16:29,374 - tushareService - INFO - count 3016
2018-06-04 15:16:29,374 - tushareService - INFO - code is 300389
2018-06-04 15:16:29,721 - tushareService - INFO - Top10 Holders of 300389
2018-06-04 15:16:29,729 - tushareService - INFO - count 3017
2018-06-04 15:16:29,729 - tushareService - INFO - code is 600297
2018-06-04 15:16:30,108 - tushareService - INFO - Top10 Holders of 600297
2018-06-04 15:16:30,118 - tushareService - INFO - count 3018
2018-06-04 15:16:30,119 - tushareService - INFO - code is 600985
2018-06-04 15:16:30,501 - tushareService - INFO - Top10 Holders of 600985
2018-06-04 15:16:30,512 - tushareService - INFO - count 3019
2018-06-04 15:16:30,512 - tushareService - INFO - code is 002519
2018-06-04 15:16:30,843 - tushareService - INFO - Top10 Holders of 002519
2018-06-04 15:16:30,852 - tushareService - INFO - count 3020
2018-06-04 15:16:30,853 - tushareService - INFO - code is 300340
2018-06-04 15:16:31,191 - tushareService - INFO - Top10 Holders of 300340
2018-06-04 15:16:31,203 - tushareService - INFO - count 3021
2018-06-04 15:16:31,203 - tushareService - INFO - code is 600355
2018-06-04 15:16:31,614 - tushareService - INFO - Top10 Holders of 600355
2018-06-04 15:16:31,624 - tushareService - INFO - count 3022
2018-06-04 15:16:31,625 - tushareService - INFO - code is 000826
2018-06-04 15:16:32,008 - tushareService - INFO - Top10 Holders of 000826
2018-06-04 15:16:32,019 - tushareService - INFO - count 3023
2018-06-04 15:16:32,019 - tushareService - INFO - code is 300527
2018-06-04 15:16:32,308 - tushareService - INFO - Top10 Holders of 300527
2018-06-04 15:16:32,319 - tushareService - INFO - count 3024
2018-06-04 15:16:32,319 - tushareService - INFO - code is 002638
2018-06-04 15:16:32,801 - tushareService - INFO - Top10 Holders of 002638
2018-06-04 15:16:32,812 - tushareService - INFO - count 3025
2018-06-04 15:16:32,812 - tushareService - INFO - code is 002306
2018-06-04 15:16:33,087 - tushareService - INFO - Top10 Holders of 002306
2018-06-04 15:16:33,096 - tushareService - INFO - count 3026
2018-06-04 15:16:33,096 - tushareService - INFO - code is 600622
2018-06-04 15:16:33,497 - tushareService - INFO - Top10 Holders of 600622
2018-06-04 15:16:33,507 - tushareService - INFO - count 3027
2018-06-04 15:16:33,507 - tushareService - INFO - code is 002567
2018-06-04 15:16:33,848 - tushareService - INFO - Top10 Holders of 002567
2018-06-04 15:16:33,859 - tushareService - INFO - count 3028
2018-06-04 15:16:33,859 - tushareService - INFO - code is 000998
2018-06-04 15:16:34,247 - tushareService - INFO - Top10 Holders of 000998
2018-06-04 15:16:34,257 - tushareService - INFO - count 3029
2018-06-04 15:16:34,257 - tushareService - INFO - code is 600706
2018-06-04 15:16:34,584 - tushareService - INFO - Top10 Holders of 600706
2018-06-04 15:16:34,593 - tushareService - INFO - count 3030
2018-06-04 15:16:34,594 - tushareService - INFO - code is 600408
2018-06-04 15:16:35,045 - tushareService - INFO - Top10 Holders of 600408
2018-06-04 15:16:35,055 - tushareService - INFO - count 3031
2018-06-04 15:16:35,055 - tushareService - INFO - code is 002400
2018-06-04 15:16:35,409 - tushareService - INFO - Top10 Holders of 002400
2018-06-04 15:16:35,420 - tushareService - INFO - count 3032
2018-06-04 15:16:35,420 - tushareService - INFO - code is 000519
2018-06-04 15:16:35,828 - tushareService - INFO - Top10 Holders of 000519
2018-06-04 15:16:35,839 - tushareService - INFO - count 3033
2018-06-04 15:16:35,839 - tushareService - INFO - code is 000716
2018-06-04 15:16:36,264 - tushareService - INFO - Top10 Holders of 000716
2018-06-04 15:16:36,273 - tushareService - INFO - count 3034
2018-06-04 15:16:36,273 - tushareService - INFO - code is 002195
2018-06-04 15:16:36,654 - tushareService - INFO - Top10 Holders of 002195
2018-06-04 15:16:36,663 - tushareService - INFO - count 3035
2018-06-04 15:16:36,663 - tushareService - INFO - code is 300651
2018-06-04 15:16:36,903 - tushareService - INFO - Top10 Holders of 300651
2018-06-04 15:16:36,915 - tushareService - INFO - count 3036
2018-06-04 15:16:36,915 - tushareService - INFO - code is 600056
2018-06-04 15:16:37,328 - tushareService - INFO - Top10 Holders of 600056
2018-06-04 15:16:37,339 - tushareService - INFO - count 3037
2018-06-04 15:16:37,339 - tushareService - INFO - code is 000650
2018-06-04 15:16:37,768 - tushareService - INFO - Top10 Holders of 000650
2018-06-04 15:16:37,778 - tushareService - INFO - count 3038
2018-06-04 15:16:37,778 - tushareService - INFO - code is 002611
2018-06-04 15:16:38,155 - tushareService - INFO - Top10 Holders of 002611
2018-06-04 15:16:38,166 - tushareService - INFO - count 3039
2018-06-04 15:16:38,166 - tushareService - INFO - code is 600176
2018-06-04 15:16:38,537 - tushareService - INFO - Top10 Holders of 600176
2018-06-04 15:16:38,547 - tushareService - INFO - count 3040
2018-06-04 15:16:38,547 - tushareService - INFO - code is 000862
2018-06-04 15:16:39,027 - tushareService - INFO - Top10 Holders of 000862
2018-06-04 15:16:39,038 - tushareService - INFO - count 3041
2018-06-04 15:16:39,038 - tushareService - INFO - code is 300248
2018-06-04 15:16:39,322 - tushareService - INFO - Top10 Holders of 300248
2018-06-04 15:16:39,331 - tushareService - INFO - count 3042
2018-06-04 15:16:39,331 - tushareService - INFO - code is 300450
2018-06-04 15:16:39,666 - tushareService - INFO - Top10 Holders of 300450
2018-06-04 15:16:39,674 - tushareService - INFO - count 3043
2018-06-04 15:16:39,675 - tushareService - INFO - code is 002670
2018-06-04 15:16:40,052 - tushareService - INFO - Top10 Holders of 002670
2018-06-04 15:16:40,062 - tushareService - INFO - count 3044
2018-06-04 15:16:40,062 - tushareService - INFO - code is 002776
2018-06-04 15:16:40,362 - tushareService - INFO - Top10 Holders of 002776
2018-06-04 15:16:40,371 - tushareService - INFO - count 3045
2018-06-04 15:16:40,371 - tushareService - INFO - code is 002798
2018-06-04 15:16:40,723 - tushareService - INFO - Top10 Holders of 002798
2018-06-04 15:16:40,734 - tushareService - INFO - count 3046
2018-06-04 15:16:40,735 - tushareService - INFO - code is 600588
2018-06-04 15:16:41,111 - tushareService - INFO - Top10 Holders of 600588
2018-06-04 15:16:41,124 - tushareService - INFO - count 3047
2018-06-04 15:16:41,124 - tushareService - INFO - code is 600535
2018-06-04 15:16:41,542 - tushareService - INFO - Top10 Holders of 600535
2018-06-04 15:16:41,552 - tushareService - INFO - count 3048
2018-06-04 15:16:41,552 - tushareService - INFO - code is 002132
2018-06-04 15:16:41,931 - tushareService - INFO - Top10 Holders of 002132
2018-06-04 15:16:41,941 - tushareService - INFO - count 3049
2018-06-04 15:16:41,941 - tushareService - INFO - code is 603798
2018-06-04 15:16:42,198 - tushareService - INFO - Top10 Holders of 603798
2018-06-04 15:16:42,211 - tushareService - INFO - count 3050
2018-06-04 15:16:42,211 - tushareService - INFO - code is 002157
2018-06-04 15:16:42,629 - tushareService - INFO - Top10 Holders of 002157
2018-06-04 15:16:42,640 - tushareService - INFO - count 3051
2018-06-04 15:16:42,640 - tushareService - INFO - code is 300064
2018-06-04 15:16:42,989 - tushareService - INFO - Top10 Holders of 300064
2018-06-04 15:16:42,998 - tushareService - INFO - count 3052
2018-06-04 15:16:42,999 - tushareService - INFO - code is 600651
2018-06-04 15:16:43,397 - tushareService - INFO - Top10 Holders of 600651
2018-06-04 15:16:43,406 - tushareService - INFO - count 3053
2018-06-04 15:16:43,406 - tushareService - INFO - code is 603707
2018-06-04 15:16:43,655 - tushareService - INFO - Top10 Holders of 603707
2018-06-04 15:16:43,665 - tushareService - INFO - count 3054
2018-06-04 15:16:43,665 - tushareService - INFO - code is 300271
2018-06-04 15:16:44,088 - tushareService - INFO - Top10 Holders of 300271
2018-06-04 15:16:44,098 - tushareService - INFO - count 3055
2018-06-04 15:16:44,098 - tushareService - INFO - code is 300218
2018-06-04 15:16:44,519 - tushareService - INFO - Top10 Holders of 300218
2018-06-04 15:16:44,528 - tushareService - INFO - count 3056
2018-06-04 15:16:44,528 - tushareService - INFO - code is 002237
2018-06-04 15:16:44,904 - tushareService - INFO - Top10 Holders of 002237
2018-06-04 15:16:44,913 - tushareService - INFO - count 3057
2018-06-04 15:16:44,913 - tushareService - INFO - code is 600097
2018-06-04 15:16:45,290 - tushareService - INFO - Top10 Holders of 600097
2018-06-04 15:16:45,302 - tushareService - INFO - count 3058
2018-06-04 15:16:45,302 - tushareService - INFO - code is 603506
2018-06-04 15:16:45,592 - tushareService - INFO - Top10 Holders of 603506
2018-06-04 15:16:45,603 - tushareService - INFO - count 3059
2018-06-04 15:16:45,604 - tushareService - INFO - code is 002732
2018-06-04 15:16:45,912 - tushareService - INFO - Top10 Holders of 002732
2018-06-04 15:16:45,923 - tushareService - INFO - count 3060
2018-06-04 15:16:45,923 - tushareService - INFO - code is 300014
2018-06-04 15:16:46,217 - tushareService - INFO - Top10 Holders of 300014
2018-06-04 15:16:46,225 - tushareService - INFO - count 3061
2018-06-04 15:16:46,225 - tushareService - INFO - code is 000791
2018-06-04 15:16:46,572 - tushareService - INFO - Top10 Holders of 000791
2018-06-04 15:16:46,582 - tushareService - INFO - count 3062
2018-06-04 15:16:46,582 - tushareService - INFO - code is 601919
2018-06-04 15:16:46,980 - tushareService - INFO - Top10 Holders of 601919
2018-06-04 15:16:46,991 - tushareService - INFO - count 3063
2018-06-04 15:16:46,991 - tushareService - INFO - code is 002374
2018-06-04 15:16:47,393 - tushareService - INFO - Top10 Holders of 002374
2018-06-04 15:16:47,406 - tushareService - INFO - count 3064
2018-06-04 15:16:47,406 - tushareService - INFO - code is 600966
2018-06-04 15:16:47,719 - tushareService - INFO - Top10 Holders of 600966
2018-06-04 15:16:47,727 - tushareService - INFO - count 3065
2018-06-04 15:16:47,727 - tushareService - INFO - code is 600859
2018-06-04 15:16:48,121 - tushareService - INFO - Top10 Holders of 600859
2018-06-04 15:16:48,131 - tushareService - INFO - count 3066
2018-06-04 15:16:48,132 - tushareService - INFO - code is 603938
2018-06-04 15:16:48,400 - tushareService - INFO - Top10 Holders of 603938
2018-06-04 15:16:48,410 - tushareService - INFO - count 3067
2018-06-04 15:16:48,410 - tushareService - INFO - code is 600540
2018-06-04 15:16:48,750 - tushareService - INFO - Top10 Holders of 600540
2018-06-04 15:16:48,760 - tushareService - INFO - count 3068
2018-06-04 15:16:48,760 - tushareService - INFO - code is 002644
2018-06-04 15:16:49,155 - tushareService - INFO - Top10 Holders of 002644
2018-06-04 15:16:49,165 - tushareService - INFO - count 3069
2018-06-04 15:16:49,166 - tushareService - INFO - code is 600275
2018-06-04 15:16:49,509 - tushareService - INFO - Top10 Holders of 600275
2018-06-04 15:16:49,522 - tushareService - INFO - count 3070
2018-06-04 15:16:49,522 - tushareService - INFO - code is 000638
2018-06-04 15:16:49,820 - tushareService - INFO - Top10 Holders of 000638
2018-06-04 15:16:49,830 - tushareService - INFO - count 3071
2018-06-04 15:16:49,831 - tushareService - INFO - code is 000960
2018-06-04 15:16:50,285 - tushareService - INFO - Top10 Holders of 000960
2018-06-04 15:16:50,293 - tushareService - INFO - count 3072
2018-06-04 15:16:50,294 - tushareService - INFO - code is 000737
2018-06-04 15:16:50,681 - tushareService - INFO - Top10 Holders of 000737
2018-06-04 15:16:50,692 - tushareService - INFO - count 3073
2018-06-04 15:16:50,692 - tushareService - INFO - code is 603197
2018-06-04 15:16:50,953 - tushareService - INFO - Top10 Holders of 603197
2018-06-04 15:16:50,963 - tushareService - INFO - count 3074
2018-06-04 15:16:50,963 - tushareService - INFO - code is 002145
2018-06-04 15:16:51,424 - tushareService - INFO - Top10 Holders of 002145
2018-06-04 15:16:51,433 - tushareService - INFO - count 3075
2018-06-04 15:16:51,434 - tushareService - INFO - code is 002192
2018-06-04 15:16:51,819 - tushareService - INFO - Top10 Holders of 002192
2018-06-04 15:16:51,829 - tushareService - INFO - count 3076
2018-06-04 15:16:51,830 - tushareService - INFO - code is 600812
2018-06-04 15:16:52,170 - tushareService - INFO - Top10 Holders of 600812
2018-06-04 15:16:52,181 - tushareService - INFO - count 3077
2018-06-04 15:16:52,181 - tushareService - INFO - code is 002215
2018-06-04 15:16:52,639 - tushareService - INFO - Top10 Holders of 002215
2018-06-04 15:16:52,652 - tushareService - INFO - count 3078
2018-06-04 15:16:52,653 - tushareService - INFO - code is 603660
2018-06-04 15:16:52,897 - tushareService - INFO - Top10 Holders of 603660
2018-06-04 15:16:52,907 - tushareService - INFO - count 3079
2018-06-04 15:16:52,907 - tushareService - INFO - code is 600577
2018-06-04 15:16:53,279 - tushareService - INFO - Top10 Holders of 600577
2018-06-04 15:16:53,289 - tushareService - INFO - count 3080
2018-06-04 15:16:53,289 - tushareService - INFO - code is 002555
2018-06-04 15:16:53,658 - tushareService - INFO - Top10 Holders of 002555
2018-06-04 15:16:53,668 - tushareService - INFO - count 3081
2018-06-04 15:16:53,669 - tushareService - INFO - code is 600378
2018-06-04 15:16:54,113 - tushareService - INFO - Top10 Holders of 600378
2018-06-04 15:16:54,123 - tushareService - INFO - count 3082
2018-06-04 15:16:54,123 - tushareService - INFO - code is 600061
2018-06-04 15:16:54,526 - tushareService - INFO - Top10 Holders of 600061
2018-06-04 15:16:54,536 - tushareService - INFO - count 3083
2018-06-04 15:16:54,536 - tushareService - INFO - code is 300362
2018-06-04 15:16:54,909 - tushareService - INFO - Top10 Holders of 300362
2018-06-04 15:16:54,919 - tushareService - INFO - count 3084
2018-06-04 15:16:54,919 - tushareService - INFO - code is 300298
2018-06-04 15:16:55,342 - tushareService - INFO - Top10 Holders of 300298
2018-06-04 15:16:55,352 - tushareService - INFO - count 3085
2018-06-04 15:16:55,352 - tushareService - INFO - code is 300158
2018-06-04 15:16:55,706 - tushareService - INFO - Top10 Holders of 300158
2018-06-04 15:16:55,717 - tushareService - INFO - count 3086
2018-06-04 15:16:55,717 - tushareService - INFO - code is 002830
2018-06-04 15:16:55,985 - tushareService - INFO - Top10 Holders of 002830
2018-06-04 15:16:55,994 - tushareService - INFO - count 3087
2018-06-04 15:16:55,994 - tushareService - INFO - code is 000831
2018-06-04 15:16:56,384 - tushareService - INFO - Top10 Holders of 000831
2018-06-04 15:16:56,394 - tushareService - INFO - count 3088
2018-06-04 15:16:56,394 - tushareService - INFO - code is 600398
2018-06-04 15:16:56,804 - tushareService - INFO - Top10 Holders of 600398
2018-06-04 15:16:56,814 - tushareService - INFO - count 3089
2018-06-04 15:16:56,814 - tushareService - INFO - code is 002856
2018-06-04 15:16:57,040 - tushareService - INFO - Top10 Holders of 002856
2018-06-04 15:16:57,050 - tushareService - INFO - count 3090
2018-06-04 15:16:57,050 - tushareService - INFO - code is 000516
2018-06-04 15:16:57,502 - tushareService - INFO - Top10 Holders of 000516
2018-06-04 15:16:57,511 - tushareService - INFO - count 3091
2018-06-04 15:16:57,511 - tushareService - INFO - code is 600392
2018-06-04 15:16:57,943 - tushareService - INFO - Top10 Holders of 600392
2018-06-04 15:16:57,953 - tushareService - INFO - count 3092
2018-06-04 15:16:57,953 - tushareService - INFO - code is 002762
2018-06-04 15:16:58,327 - tushareService - INFO - Top10 Holders of 002762
2018-06-04 15:16:58,338 - tushareService - INFO - count 3093
2018-06-04 15:16:58,339 - tushareService - INFO - code is 600372
2018-06-04 15:16:58,684 - tushareService - INFO - Top10 Holders of 600372
2018-06-04 15:16:58,693 - tushareService - INFO - count 3094
2018-06-04 15:16:58,694 - tushareService - INFO - code is 600373
2018-06-04 15:16:59,124 - tushareService - INFO - Top10 Holders of 600373
2018-06-04 15:16:59,135 - tushareService - INFO - count 3095
2018-06-04 15:16:59,135 - tushareService - INFO - code is 002080
2018-06-04 15:16:59,521 - tushareService - INFO - Top10 Holders of 002080
2018-06-04 15:16:59,530 - tushareService - INFO - count 3096
2018-06-04 15:16:59,531 - tushareService - INFO - code is 600547
2018-06-04 15:16:59,860 - tushareService - INFO - Top10 Holders of 600547
2018-06-04 15:16:59,870 - tushareService - INFO - count 3097
2018-06-04 15:16:59,870 - tushareService - INFO - code is 600112
2018-06-04 15:17:00,420 - tushareService - INFO - Top10 Holders of 600112
2018-06-04 15:17:00,430 - tushareService - INFO - count 3098
2018-06-04 15:17:00,430 - tushareService - INFO - code is 300643
2018-06-04 15:17:00,667 - tushareService - INFO - Top10 Holders of 300643
2018-06-04 15:17:00,677 - tushareService - INFO - count 3099
2018-06-04 15:17:00,678 - tushareService - INFO - code is 603839
2018-06-04 15:17:00,953 - tushareService - INFO - Top10 Holders of 603839
2018-06-04 15:17:00,963 - tushareService - INFO - count 3100
2018-06-04 15:17:00,963 - tushareService - INFO - code is 000612
2018-06-04 15:17:01,492 - tushareService - INFO - Top10 Holders of 000612
2018-06-04 15:17:01,502 - tushareService - INFO - count 3101
2018-06-04 15:17:01,502 - tushareService - INFO - code is 000597
2018-06-04 15:17:01,909 - tushareService - INFO - Top10 Holders of 000597
2018-06-04 15:17:01,920 - tushareService - INFO - count 3102
2018-06-04 15:17:01,920 - tushareService - INFO - code is 600557
2018-06-04 15:17:02,328 - tushareService - INFO - Top10 Holders of 600557
2018-06-04 15:17:02,339 - tushareService - INFO - count 3103
2018-06-04 15:17:02,339 - tushareService - INFO - code is 300729
2018-06-04 15:17:02,538 - tushareService - INFO - Top10 Holders of 300729
2018-06-04 15:17:02,548 - tushareService - INFO - count 3104
2018-06-04 15:17:02,548 - tushareService - INFO - code is 002598
2018-06-04 15:17:02,897 - tushareService - INFO - Top10 Holders of 002598
2018-06-04 15:17:02,907 - tushareService - INFO - count 3105
2018-06-04 15:17:02,907 - tushareService - INFO - code is 002562
2018-06-04 15:17:03,438 - tushareService - INFO - Top10 Holders of 002562
2018-06-04 15:17:03,447 - tushareService - INFO - count 3106
2018-06-04 15:17:03,447 - tushareService - INFO - code is 300076
2018-06-04 15:17:03,900 - tushareService - INFO - Top10 Holders of 300076
2018-06-04 15:17:03,909 - tushareService - INFO - count 3107
2018-06-04 15:17:03,909 - tushareService - INFO - code is 300008
2018-06-04 15:17:04,367 - tushareService - INFO - Top10 Holders of 300008
2018-06-04 15:17:04,377 - tushareService - INFO - count 3108
2018-06-04 15:17:04,377 - tushareService - INFO - code is 601595
2018-06-04 15:17:04,604 - tushareService - INFO - Top10 Holders of 601595
2018-06-04 15:17:04,615 - tushareService - INFO - count 3109
2018-06-04 15:17:04,615 - tushareService - INFO - code is 002436
2018-06-04 15:17:05,053 - tushareService - INFO - Top10 Holders of 002436
2018-06-04 15:17:05,063 - tushareService - INFO - count 3110
2018-06-04 15:17:05,063 - tushareService - INFO - code is 002550
2018-06-04 15:17:05,362 - tushareService - INFO - Top10 Holders of 002550
2018-06-04 15:17:05,372 - tushareService - INFO - count 3111
2018-06-04 15:17:05,372 - tushareService - INFO - code is 603055
2018-06-04 15:17:05,569 - tushareService - INFO - Top10 Holders of 603055
2018-06-04 15:17:05,580 - tushareService - INFO - count 3112
2018-06-04 15:17:05,580 - tushareService - INFO - code is 603026
2018-06-04 15:17:05,950 - tushareService - INFO - Top10 Holders of 603026
2018-06-04 15:17:05,959 - tushareService - INFO - count 3113
2018-06-04 15:17:05,959 - tushareService - INFO - code is 002126
2018-06-04 15:17:06,427 - tushareService - INFO - Top10 Holders of 002126
2018-06-04 15:17:06,437 - tushareService - INFO - count 3114
2018-06-04 15:17:06,438 - tushareService - INFO - code is 002411
2018-06-04 15:17:06,758 - tushareService - INFO - Top10 Holders of 002411
2018-06-04 15:17:06,768 - tushareService - INFO - count 3115
2018-06-04 15:17:06,768 - tushareService - INFO - code is 002838
2018-06-04 15:17:07,007 - tushareService - INFO - Top10 Holders of 002838
2018-06-04 15:17:07,017 - tushareService - INFO - count 3116
2018-06-04 15:17:07,017 - tushareService - INFO - code is 600463
2018-06-04 15:17:07,443 - tushareService - INFO - Top10 Holders of 600463
2018-06-04 15:17:07,453 - tushareService - INFO - count 3117
2018-06-04 15:17:07,453 - tushareService - INFO - code is 601799
2018-06-04 15:17:07,827 - tushareService - INFO - Top10 Holders of 601799
2018-06-04 15:17:07,838 - tushareService - INFO - count 3118
2018-06-04 15:17:07,838 - tushareService - INFO - code is 002173
2018-06-04 15:17:08,278 - tushareService - INFO - Top10 Holders of 002173
2018-06-04 15:17:08,290 - tushareService - INFO - count 3119
2018-06-04 15:17:08,290 - tushareService - INFO - code is 000963
2018-06-04 15:17:08,606 - tushareService - INFO - Top10 Holders of 000963
2018-06-04 15:17:08,618 - tushareService - INFO - count 3120
2018-06-04 15:17:08,618 - tushareService - INFO - code is 300152
2018-06-04 15:17:08,952 - tushareService - INFO - Top10 Holders of 300152
2018-06-04 15:17:08,961 - tushareService - INFO - count 3121
2018-06-04 15:17:08,961 - tushareService - INFO - code is 000533
2018-06-04 15:17:09,272 - tushareService - INFO - Top10 Holders of 000533
2018-06-04 15:17:09,283 - tushareService - INFO - count 3122
2018-06-04 15:17:09,284 - tushareService - INFO - code is 002314
2018-06-04 15:17:09,671 - tushareService - INFO - Top10 Holders of 002314
2018-06-04 15:17:09,680 - tushareService - INFO - count 3123
2018-06-04 15:17:09,680 - tushareService - INFO - code is 002509
2018-06-04 15:17:10,075 - tushareService - INFO - Top10 Holders of 002509
2018-06-04 15:17:10,085 - tushareService - INFO - count 3124
2018-06-04 15:17:10,085 - tushareService - INFO - code is 002277
2018-06-04 15:17:10,472 - tushareService - INFO - Top10 Holders of 002277
2018-06-04 15:17:10,482 - tushareService - INFO - count 3125
2018-06-04 15:17:10,482 - tushareService - INFO - code is 002340
2018-06-04 15:17:10,914 - tushareService - INFO - Top10 Holders of 002340
2018-06-04 15:17:10,924 - tushareService - INFO - count 3126
2018-06-04 15:17:10,925 - tushareService - INFO - code is 002554
2018-06-04 15:17:11,275 - tushareService - INFO - Top10 Holders of 002554
2018-06-04 15:17:11,286 - tushareService - INFO - count 3127
2018-06-04 15:17:11,286 - tushareService - INFO - code is 300005
2018-06-04 15:17:11,658 - tushareService - INFO - Top10 Holders of 300005
2018-06-04 15:17:11,669 - tushareService - INFO - count 3128
2018-06-04 15:17:11,670 - tushareService - INFO - code is 002248
2018-06-04 15:17:12,045 - tushareService - INFO - Top10 Holders of 002248
2018-06-04 15:17:12,055 - tushareService - INFO - count 3129
2018-06-04 15:17:12,055 - tushareService - INFO - code is 002169
2018-06-04 15:17:12,532 - tushareService - INFO - Top10 Holders of 002169
2018-06-04 15:17:12,542 - tushareService - INFO - count 3130
2018-06-04 15:17:12,542 - tushareService - INFO - code is 000829
2018-06-04 15:17:12,984 - tushareService - INFO - Top10 Holders of 000829
2018-06-04 15:17:12,993 - tushareService - INFO - count 3131
2018-06-04 15:17:12,993 - tushareService - INFO - code is 300357
2018-06-04 15:17:13,327 - tushareService - INFO - Top10 Holders of 300357
2018-06-04 15:17:13,338 - tushareService - INFO - count 3132
2018-06-04 15:17:13,338 - tushareService - INFO - code is 300084
2018-06-04 15:17:13,719 - tushareService - INFO - Top10 Holders of 300084
2018-06-04 15:17:13,727 - tushareService - INFO - count 3133
2018-06-04 15:17:13,727 - tushareService - INFO - code is 300129
2018-06-04 15:17:14,054 - tushareService - INFO - Top10 Holders of 300129
2018-06-04 15:17:14,064 - tushareService - INFO - count 3134
2018-06-04 15:17:14,064 - tushareService - INFO - code is 002111
2018-06-04 15:17:14,495 - tushareService - INFO - Top10 Holders of 002111
2018-06-04 15:17:14,508 - tushareService - INFO - count 3135
2018-06-04 15:17:14,508 - tushareService - INFO - code is 300661
2018-06-04 15:17:14,754 - tushareService - INFO - Top10 Holders of 300661
2018-06-04 15:17:14,765 - tushareService - INFO - count 3136
2018-06-04 15:17:14,765 - tushareService - INFO - code is 600633
2018-06-04 15:17:15,160 - tushareService - INFO - Top10 Holders of 600633
2018-06-04 15:17:15,172 - tushareService - INFO - count 3137
2018-06-04 15:17:15,172 - tushareService - INFO - code is 300174
2018-06-04 15:17:15,544 - tushareService - INFO - Top10 Holders of 300174
2018-06-04 15:17:15,557 - tushareService - INFO - count 3138
2018-06-04 15:17:15,557 - tushareService - INFO - code is 600409
2018-06-04 15:17:15,937 - tushareService - INFO - Top10 Holders of 600409
2018-06-04 15:17:15,947 - tushareService - INFO - count 3139
2018-06-04 15:17:15,947 - tushareService - INFO - code is 002118
2018-06-04 15:17:16,392 - tushareService - INFO - Top10 Holders of 002118
2018-06-04 15:17:16,402 - tushareService - INFO - count 3140
2018-06-04 15:17:16,403 - tushareService - INFO - code is 603648
2018-06-04 15:17:16,683 - tushareService - INFO - Top10 Holders of 603648
2018-06-04 15:17:16,694 - tushareService - INFO - count 3141
